issn,revista,qualis
25268503,PRATICAS EM GESTAO PUBLICA UNIVERSITARIA,B3
22375406,PRAXIS PEDAGOGICA,B3
23634707,PRIMATE BIOLOGY,B3
00329460,PROBLEMS OF INFORMATION TRANSMISSION,B3
16449584,PROBLEMY ZARZADZANIA,B3
18785220,PROCEDIA EARTH AND PLANETARY SCIENCE,B3
24146390,PROCEEDINGS OF THE LACCEI INTERNATIONAL MULTICONFERENCE FOR ENGINEERING EDUCATION AND TECHNOLOGY,B3
0965092X,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS TRANSPORT,B3
21750920,PROMETEU,B3
00331538,PROSPECTS,B3
18520006,PROYECCION,B3
2446922X,PSICOLOGIA E SAUDE EM DEBATE,B3
18490867,PSYCHIATRIA DANUBINA,B3
15630013,PUENTES,B3
25945041,PUNADO,B3
08721769,QUEIROSIANA,B3
10663622,RADIOCHEMISTRY,B3
25150200,RADIOLOGY AND DIAGNOSTIC IMAGING,B3
25953206,REBEH,B3
23134321,RECYCLING,B3
25955667,REDAP REVISTA DE DIREITO DA ADMINISTRACAO PUBLICA,B3
25944576,REDIN REVISTA EDUCACIONAL INTERDISCIPLINAR,B3
00418994,RENDICONTI DEL SEMINARIO MATEMATICO DELLUNIVERSITA DI PADOVA,B3
01617230,RESEARCH IN POLITICAL ECONOMY,B3
07517971,RESEAUX,B3
0954139X,REVIEWS IN MEDICAL MICROBIOLOGY,B3
24447439,REVISTA ACADEMICA LILETRAD,B3
22361774,REVISTA ACTA TECNOLOGICA,B3
19896972,REVISTA ADMIRA DA FACULDADE DE COMUNICACAO DA UNIVERSIDADE DE SEVILLAESPANHA,B3
25951084,REVISTA AGULHAS NEGRAS,B3
25947494,REVISTA AMAZONIA MODERNA,B3
21796793,REVISTA ARATICUM,B3
22379304,REVISTA ATHENA,B3
1222412X,REVISTA BAIANA DE SAUDE PUBLICA,B3
24691135,REVISTA BARDA,B3
24471801,REVISTA BRASILEIRA DA EDUCACAO PROFISSIONAL E TECNOLOGICA,B3
01029010,REVISTA BRASILEIRA DE CIENCIAS MORFOLOGICAS,B3
25949179,REVISTA BRASILEIRA DE EDUCACAO EM CIENCIAS E EDUCACAO MATEMATICA,B3
21766452,REVISTA BRASILEIRA DE HISTORIA MILITAR,B3
25954431,REVISTA BRASILEIRA DE MEIO AMBIENTE,B3
19843747,REVISTA BRASILEIRA DE ODONTOLOGIA,B3
23582200,REVISTA BRASILEIRA DE TECNOLOGIAS SOCIAIS,B3
19835590,REVISTA BRASILEIRA DE TERAPIA FAMILIAR,B3
25272675,REVISTA BRASILEIRA MULTIDISCIPLINAR REBRAM,B3
25253522,REVISTA CARIOCA DE CIENCIA TECNOLOGIA E EDUCACAO,B3
25264478,REVISTA CBTECLE,B3
25255576,REVISTA CEUMA PERSPECTIVAS,B3
07198256,REVISTA CHILENA DE RELACIONES INTERNACIONALES,B3
25943987,REVISTA CIENCIAS DA SOCIEDADE,B3
25197207,REVISTA CIENTIFICA DO ISCTAC,B3
25007645,REVISTA CIENTIFICA GENERAL JOSE MARIA CORDOVA,B3
25255150,REVISTA CIENTIFICA UMC,B3
01209957,REVISTA COLOMBIANA DE GASTROENTEROLOGIA,B3
00347450,REVISTA COLOMBIANA DE PSIQUIATRIA,B3
01202804,REVISTA COLOMBIANA DE QUIMICA,B3
23595876,REVISTA COMPETITIVIDADE E SUSTENTABILIDADE,B3
25957236,REVISTA CONTEXTO GEOGRAFICO,B3
25255509,REVISTA CONTEXTURA,B3
25271253,REVISTA CONTROLE SOCIAL E DESENVOLVIMENTO TERRITORIAL,B3
25008870,REVISTA COPALA,B3
15108090,REVISTA CRITICA DE DERECHO PRIVADO,B3
1561297X,REVISTA CUBANA DE ESTOMATOLOGIA,B3
08640289,REVISTA CUBANA DE HEMATOLOGIA IMMUNOLOGIA Y HEMOTERAPIA,B3
25950274,REVISTA DA ABENO,B3
15165892,REVISTA DA ASSOCIACAO BRASILEIRA DE MEDICINA ANTROPOSOFICA,B3
23593857,REVISTA DE ARQUITETURA E URBANISMO UNIVALI ARKHE,B3
21740747,REVISTA DE ARTES MARCIALES ASIATICAS,B3
19821115,REVISTA DE CIENCIAS EMPRESARIAIS DA UNIPAR,B3
15180719,REVISTA DE CIENCIAS JURIDICAS,B3
18082785,REVISTA DE ECONOMIA MACKENZIE,B3
24478407,REVISTA DE EMPREENDEDORISMO E GESTAO DE MICRO E PEQUENA EMPRESAS,B3
24450669,REVISTA DE ESTUDIOS KANTIANOS,B3
23623985,REVISTA DE ESTUDIOS SOBRE GENOCIDIO,B3
21775850,REVISTA DE ESTUDOS FILOSOFICOS E HISTORICOS DA ANTIGUIDADE,B3
21821526,REVISTA DE ESTUDOS LITERARIOS,B3
22152628,REVISTA DE FILOLOGIA Y LINGUISTICA DE LA UNIVERSIDAD DE COSTA RICA,B3
10225129,REVISTA DE GASTROENTEROLOGIA DEL PERU,B3
03798682,REVISTA DE GEOGRAFIA NORTE GRANDE,B3
22385266,REVISTA DE INICIACAO CIENTIFICA DA UNIVERSIDADE VALE DO RIO VERDE,B3
03256375,REVISTA DE INVESTIGACION Y DESARROLLO PESQUERO,B3
1810634X,REVISTA DE LA SOCIEDAD QUIMICA DEL PERU,B3
00416932,REVISTA DE LA UNION MATEMATICA ARGENTINA,B3
25263560,REVISTA DE PESQUISA INTERDISCIPLINAR,B3
21456569,REVISTA DE PSICOLOGIA GEPU,B3
11304235,REVISTA DE RESERCA HUMANISTICA I CIENTIFICA,B3
22377247,REVISTA DISCURSOS CONTEMPORANEOS EM ESTUDO,B3
25956957,REVISTA DO LEGISLATIVO PARANAENSE,B3
2184206X,REVISTA DOBRA,B3
13907921,REVISTA ECONOMIA Y POLITICA,B3
18708420,REVISTA ELECTRONICA DE PSICOLOGIA IZTACALA,B3
16693582,REVISTA ELECTRONICA DE PSICOLOGIA POLITICA,B3
25955888,REVISTA ELETRONICA CASA DE MAKUNAIMA,B3
16783182,REVISTA ELETRONICA DO INSTITUTO DE HUMANIDADES,B3
21789479,REVISTA ENTRELETRAS,B3
21770260,REVISTA ESMAT,B3
21770360,REVISTA ESMAT,B3
24479896,REVISTA ESMAT,B3
11300558,REVISTA ESPANOLA DE CIRUGIA ORAL Y MAXILOFACIAL,B3
25262432,REVISTA ESTRUTURA,B3
07196296,REVISTA ESTUDIOS DE POLITICAS PUBLICAS,B3
23179791,REVISTA EXTENSAO EM FOCO,B3
2236000X,REVISTA FEOL,B3
25959778,REVISTA FONTES DOCUMENTAIS,B3
25272349,REVISTA GEOPOLITICA TRANSFRONTEIRICA,B3
16577027,REVISTA GERENCIA Y POLITICA DE SALUD,B3
25262289,REVISTA GESTAO E ORGANIZACOES,B3
22363335,REVISTA GRADUANDO,B3
24479551,REVISTA GTLEX,B3
21763267,REVISTA HISTORIAR REVISTA ELETRONICA DO CURSO DE HISTORIA UNIVERSIDADE ESTADUAL VALE DO ACARAU,B3
19823800,REVISTA HOMEM ESPACO E TEMPO,B3
25263846,REVISTA HON NO MUSHI,B3
21544794,REVISTA IBEROAMERICANA,B3
20271786,REVISTA IBEROAMERICANA DE PSICOLOGIA CIENCIA Y TECNOLOGIA,B3
25263552,REVISTA IDEALOGANDO,B3
18878369,REVISTA INTERNACIONAL DE ACUPUNTURA,B3
25956329,REVISTA INTERNACIONAL DE EDUCACAO DE JOVENS E ADULTOS,B3
21824452,REVISTA INTERNACIONAL EM LINGUA PORTUGUESA,B3
25262440,REVISTA JORNALISMO E CIDADANIA,B3
23179945,REVISTA LEITURA,B3
24484482,REVISTA LETRA CAPITAL,B3
25945084,REVISTA MACHADIANA ELETRONICA,B3
23186550,REVISTA MAIEUTICA HISTORIA,B3
21761736,REVISTA MELP,B3
24464791,REVISTA PAGMAR,B3
20074700,REVISTA PENAL MEXICO,B3
17264642,REVISTA PERUANA DE MEDICINA EXPERIMENTAL Y SALUD PUBLICA,B3
24477354,REVISTA PIAUIENSE DE HISTORIA SOCIAL E DO TRABALHO,B3
25944398,REVISTA POLIEDRO,B3
25254200,REVISTA PORTAL SAUDE E SOCIEDADE,B3
21834938,REVISTA PORTUGUESA DE INVESTIGACAO COMPORTAMENTAL E,B3
25262106,REVISTA PRIMORDIUM,B3
23172169,REVISTA RASCUNHO,B3
25271814,REVISTA RESTAURO,B3
25944916,REVISTA REUNIR,B3
07184182,REVISTA RUMBOS TS,B3
24465062,REVISTA SAO LUIS ORIONE,B3
25254553,REVISTA SCIENTIA CIENCIA INFORMACAO HABILIDADE E CONHECIMENTO,B3
25271849,REVISTA SERVICO SOCIAL EM PERSPECTIVA,B3
25947036,REVISTA SITIO NOVO,B3
25946285,REVISTA SYNTHESIS LETRAS EDUCACAO E HUMANIDADES,B3
25266004,REVISTA TECNOLOGIA DA INFORMACAO E COMUNICACAO TEORIA E PRATICA,B3
23188448,REVISTA TEORIA E EVIDENCIA ECONOMICA,B3
2358727X,REVISTA TERCEIRA MARGEM,B3
22504524,REVISTA TOMA UNO,B3
24482978,REVISTA TOPUS,B3
21758255,REVISTA TRANSFORMAR,B3
23189665,REVISTA VIVER IFRS,B3
16456726,REVSTAT STATISTICAL JOURNAL,B3
00351563,REVUE DE METALLURGIE,B3
00353965,REVUE ROUMAINE DE MATHEMATIQUES PURES ET APPLIQUEES,B3
23189746,RIBANCEIRA,B3
25479423,RISING POWERS QUARTERLY,B3
21026424,RITA,B3
00357995,ROMANCE NOTES,B3
00911062,SAMPE JOURNAL,B3
19828373,SABER DIGITAL,B3
09953914,SANTE PUBLIQUE,B3
13194534,SAUDI JOURNAL OF OPHTHALMOLOGY,B3
05822351,SCIENTIA PAEDAGOGICA EXPERIMENTALIS,B3
17434645,SECURITY JOURNAL,B3
10430679,SEMINARS IN THORACIC AND CARDIOVASCULAR SURGERY,B3
09144935,SENSORS AND MATERIALS,B3
13106600,SERDICA MATHEMATICAL JOURNAL,B3
15144186,SERIE CORRELACION GEOLOGICA,B3
16669479,SERIE CORRELACION GEOLOGICA,B3
25303090,SERVICIOS SOCIALES Y POLITICA SOCIAL,B3
00374237,SHORE AND BEACH,B3
1806289X,SIBILA,B3
19814534,SKEPSIS,B3
19840063,SLEEP SCIENCE,B3
25264702,SOCIABILIDADES URBANAS REVISTA DE ANTROPOLOGIA E,B3
19844700,SOCIALISMO E LIBERDADE,B3
25310720,SOCIEDAD E INFANCIAS,B3
22505121,SOCIEDADES PRECAPITALISTAS,B3
10631119,SOCIETY ANIMALS,B3
2367198X,SOLAR RRL,B3
00380946,SOLAR SYSTEM RESEARCH,B3
10269185,SOUTH AFRICAN JOURNAL OF CHEMICAL ENGINEERING,B3
23103833,SOUTH AFRICAN JOURNAL OF OCCUPATIONAL THERAPY,B3
20103255,SPIN,B3
20586124,SPINAL CORD SERIES AND CASES,B3
2212134X,SPINE DEFORMITY,B3
21941009,SPRINGER PROCEEDINGS IN MATHEMATICS,B3
23130792,STEM CELL INVESTIGATION,B3
09247025,STEM SPRAAK EN TAALPATHOLOGIE,B3
23002875,STUDIA GEOHISTORICA,B3
15240657,STUDIES IN GENDER AND SEXUALITY,B3
2470637X,SUSTAINABILITY IN ENVIRONMENT,B3
15188779,SYNERGIES BRESIL,B3
22605983,SYNERGIES BRESIL,B3
10264469,TAIWAN JOURNAL OF FOREST SCIENCE,B3
24488992,TALINCREA,B3
0141982X,TEACHING STATISTICS,B3
08859698,TECHNIQUES IN ORTHOPAEDICS,B3
21786267,TECNOLOGIAS EM PROJECAO,B3
16688600,TEMA DE MUJERES,B3
24472131,TEMAS EM SAUDE,B3
14130378,TERCEIRA MARGEM,B3
18524532,TESTIMONIOS REVISTA DE LA ASOCIACION DE HISTORIA ORAL DE LA REPUBLICA ARGENTINA,B3
15175928,TEXTOS SOBRE ENVELHECIMENTO,B3
17434971,THE CLINICAL TEACHER,B3
23105704,THE EUROPEAN JOURNAL OF EDUCATION AND APPLIED PSYCHOLOGY,B3
23271779,THE INTERNATIONAL JOURNAL OF ARTS THEORY AND HISTORY,B3
23251085,THE INTERNATIONAL JOURNAL OF ENVIRONMENTAL SUSTAINABILITY,B3
20513305,THE JOURNAL OF ENGINEERING,B3
0258414X,THE JOURNAL OF FORENSIC ODONTOSTOMATOLOGY,B3
13498037,THE JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY,B3
02710137,THE JOURNAL OF MIND AND BEHAVIOR,B3
24260266,THE JOURNAL OF PREVENTION OF ALZHEIMERS DISEASE,B3
18741495,THE OPEN CIVIL ENGINEERING JOURNAL,B3
1874303X,THE OPEN UROLOGY NEPHROLOGY JOURNAL,B3
2353723X,THE POLISH JOURNAL OF AESTHETICS,B3
23799978,THIRD WORLD THEMATICS,B3
25263609,TO ELLINIKO VLEMMA REVISTA DE ESTUDOS HELENICOS,B3
08835691,TOPICS IN CLINICAL NUTRITION,B3
19824319,TOPOS,B3
25261487,TRABALHO CENA,B3
25949063,TRACOS DE LINGUAGEM REVISTA DE ESTUDOS LINGUISTICOS,B3
18086195,TRADUCAO EM REVISTA,B3
18865542,TRANSFER,B3
24151289,TRANSLATIONAL GASTROENTEROLOGY AND HEPATOLOGY,B3
21841519,TRANSLOCAL,B3
13000098,TURKISH JOURNAL OF MATHEMATICS,B3
10662936,UNDERSEA HYPERBARIC MEDICINE,B3
14157896,UNIPLAC,B3
20273444,UNIVERSITAS ODONTOLOGICA,B3
16987950,UNIVERSITAS REVISTA DE FILOSOFIA DERECHO Y POLITICA,B3
15249549,UNIVERSITY OF PENNSYLVANIA WORKING PAPERS IN LINGUISTICS,B3
25319906,UPLAND JOYRNAL OF URBAN PLANNING LANDSCAPE E ENVIRONMENTAL DESIGN,B3
24138851,URBAN SCIENCE,B3
22144420,UROLOGY CASE REPORTS,B3
17085381,VASCULAR,B3
25945491,VAZANTES REVISTA DO PROGRAMA DE POSGRADUACAO EM ARTES DO INSTITUTO DE CULTURA E ARTES,B3
16791746,VEREDAS FAVIP,B3
23067381,VETERINARY SCIENCES,B3
22146695,VIROLOGY REPORTS,B3
2248485X,VISITAS AL PATIO,B3
03039021,VLAAMS DIERENGENEESKUNDIG TIJDSCHRIFT,B3
01040073,VOX SCRIPTURAE,B3
00431656,WEATHER,B3
18346715,WORLD CUSTOMS JOURNAL,B3
0886117X,WORLD HISTORY BULLETIN,B3
22220682,WORLD JOURNAL OF METHODOLOGY,B3
14364980,WT WERKSTATTSTECHNIK ONLINE,B3
03540243,YUGOSLAV JOURNAL OF OPERATIONS RESEARCH,B3
03728854,ZEITSCHRIFT FUR GEOMORPHOLOGIE,B3
25256556,A AFASTABILIDADE DOS DIREITOS FUNDAMENTAIS NO AMBITO DAS RELACOES PRIVADAS,B4
22370455,A COMUNICACAO DIALOGICA ENTRE UNIVERSIDADE E COMUNIDADE,B4
22411402,ACADEMIA,B4
21516561,ACADEMY OF MANAGEMENT ANNUAL MEETING PROCEEDINGS,B4
24712566,ACM TRANSACTIONS ON PRIVACY AND SECURITY,B4
25740962,ACS APPLIED ENERGY MATERIALS,B4
42834293,ACS APPLIED NANO MATERIALS,B4
24723452,ACS EARTH AND SPACE CHEMISTRY,B4
00015202,ACTA ARACHNOLOGICA,B4
03252957,ACTA BIOQUIMICA CLINICA LATINOAMERICANA,B4
05677572,ACTA HORTICULTURAE,B4
25947680,ACTA NEGOCIOS,B4
20277822,ACTA ONDONTOLOGICA COLOMBIANA,B4
21735735,ACTA OTORRINOLARINGOLOGICA,B4
24696676,ACTA PSYCHOPATHOLOGICA,B4
16698975,ACTUALIZACIONES EN OSTEOLOGIA,B4
25005227,ADMINISTRACION Y DESARROLLO,B4
09746803,ADVANCES AND APPLICATIONS IN MATHEMATICAL SCIENCES,B4
24249238,ADVANCES IN DATA SCIENCE AND ADAPTIVE ANALYSIS,B4
21616825,ADVANCES IN INTERNET OF THINGS,B4
15543897,AFRICAN JOURNAL OF CRIMINOLOGY AND JUSTICE STUDIES,B4
10129405,AFRIKA MATEMATIKA,B4
0002161X,AGRICULTURAL RESEARCH,B4
16787471,AGUA VIVA,B4
15175367,AKROPOLIS,B4
17263255,ALGEBRA AND DISCRETE MATHEMATICS,B4
19825617,ALMANAQUE ONLINE,B4
1923919X,ALTERSTICE REVUE INTERNATIONALE DE LA RECHERCHE INTERCULTURELLE,B4
25958909,AMAZON BUSINESS RESEARCH,B4
23987723,AMERICAN JOURNAL OF INTERNATIONAL LAW,B4
26404141,AMPHIBIAN ARK NEWSLETTER,B4
15186539,ANAIS SIMPOSIO DE ADMINISTRACAO DA PRODUCAO LOGISTICA E OPERACOES INTERNACIONAIS,B4
03739260,ANAIS HIDROGRAFICOS,B4
10255583,ANALES DE LA FACULTAD DE MEDICINA,B4
16783468,ANALOGOS,B4
25479652,ANATOLIAN JOURNAL OF EDUCATION,B4
19847947,ANGULO,B4
25261940,ANIMA TERRA,B4
25260782,ANNALES FAJE,B4
18797261,ANNALES FRANCAISES DOTORHINOLARYNGOLOGIE ET DE PATHOLOGIE CERVICOFACIALE,B4
11467363,ANNUAIRE DHISTOIRE DU VAL ET DE LA VILLE DE MUNSTER,B4
18839452,ANNUAL REVIEW OF THE TOKAI SOCIOLOGICAL SOCIETY,B4
25263781,ANTHROPOLOGICAS VISUAL,B4
23394889,ANUARIO EN ESTUDIOS POLITICOS LATINOAMERINOS,B4
11332743,ANUARIO INTERNACIONAL CIDOB,B4
23920343,ANUARIO LATINOAMERICANO CIENCIAS POLITICAS Y RELACIONES INTERNACIONALES,B4
25254669,ANUARIO PESQUISA E EXTENSAO UNOESC JOACABA,B4
23936924,ANUARIO POLITICA INTERNACIONAL POLITICA EXTERIOR,B4
25227971,APN SCIENCE BULLETIN,B4
23211407,APOS TRENDS IN ORTHODONTICS,B4
23648228,APPLIED NETWORK SCIENCE,B4
00037362,AQUINAS RIVISTA INTERNAZIONALE DI FILOSOFIA,B4
24212091,ARACHNIDA RIVISTA ARACNOLOGICA ITALIANA,B4
14509520,ARCHIVE OF ONCOLOGY,B4
23225769,ARCHIVES OF NEUROSCIENCE,B4
19733461,ARCHIVIO STORICO DELLEMIGRAZIONE ITALIANA,B4
23792957,AREA DEVELOPMENT AND POLICY,B4
25272551,ARGUMENTOS REVISTA DO DEPARTAMENTO DE CIENCIAS SOCIAIS DA UNIMONTES,B4
2069573X,ARGUMENTUM JOURNAL OF THE SEMINAR OF DISCURSIVE LOGIC ARGUMENTATION THEORY AND RHETORIC,B4
16385713,ARIMA,B4
21559856,ARTHROPOD MANAGEMENT TESTS,B4
2422118X,ARTIFICIOS REVISTA COLOMBIANA DE ESTUDIANTES DE HISTORIA,B4
24249033,ASIAN EDUCATION STUDIES,B4
25948407,ATELIE DO TURISMO,B4
2241794X,ATHENS JOURNAL OF BUSINESS ECONOMICS,B4
24686719,ATLAS TOURISM AND LEISURE REVIEW,B4
00775630,ATOLL RESEARCH BULLETIN,B4
14315254,ATW INTERNATIONAL JOURNAL FOR NUCLEAR POWER,B4
1131995X,AULA DE INNOVACION EDUCATIVA,B4
20144725,AULA DE INNOVACION EDUCATIVA,B4
07198000,AUSTRAL JOURNAL OF VETERINARY SCIENCES,B4
07198213,AUTOCTONIA,B4
22551476,BASIC AND APPLIED HERPETOLOGY,B4
24690341,BIBLIOTHECA AUGUSTINIANA,B4
25042289,BIG DATA AND COGNITIVE COMPUTING,B4
25350897,BIODIVERSITY INFORMATION SCIENCE AND STANDARDS,B4
23065354,BIOENGINEERING,B4
11797649,BIONOMINA,B4
16091841,BIOTECNOLOGIA VEGETAL,B4
24721727,BIRTH DEFECTS RESEARCH,B4
23582359,BLUCHER PHYSICS PROCEEDINGS,B4
20529538,BMC OBESITY,B4
01013637,BOLETIM DA SOCIEDADE BRASILEIRA DE CIENCIA E TECNOLOGIA DE ALIMENTOS,B4
00378712,BOLETIM DA SOCIEDADE PARANAENSE DE MATEMATICA,B4
25943804,BOLETIM DO OBSERVATORIO DA INDUSTRIA,B4
25946935,BOLETIM NEAAPE,B4
01203630,BOLETIN DE CIENCIAS DE LA TIERRA,B4
11306939,BOLETIN DE LA ASOCIACION HERPETOLOGICA ESPANOLA,B4
23413409,BOLETIN DEL MUSEO ARQUEOLOGICO NACIONAL,B4
21565163,BOLIVIAN STUDIES JOURNAL,B4
23182407,BRAZILIAN JOURNAL OF AGRICULTURE REVISTA DE AGRICULTURA,B4
18042953,BRAZILIAN JOURNAL OF EQUINE MEDICINE,B4
15177645,BRAZILIAN JOURNAL OF FOOD TECHNOLOGY,B4
20534051,BRITISH JOURNAL OF MARKETING STUDIES,B4
15197220,BUILDING THE WAY,B4
23745924,BUSINESS AND MANAGEMENT STUDIES,B4
25723170,BUSINESS STRATEGY AND DEVELOPMENT,B4
24464880,CADERNO CIENTIFICO CECIESAGESTAO,B4
24476218,CADERNO DE CIENCIAS AGRARIAS,B4
23164697,CADERNO DE ESTUDOS DO DISCURSO E DO CORPO,B4
25271946,CADERNO DE PESQUISA NEPP,B4
23176954,CADERNO GESTAO PUBLICA,B4
25947621,CADERNO HUMANIDADE E PERSPECTIVAS,B4
2318065X,CADERNOS CEMARX,B4
25943707,CADERNOS DA ASSOCIACAO BRASILEIRA DE ENSINO DE CIENCIAS SOCIAIS,B4
23592419,CADERNOS DE CAMPO REVISTA DE CIENCIAS SOCIAIS,B4
1808947X,CADERNOS DE ESTUDOS ESTRATEGICOS CEEESG,B4
25957880,CADERNOS DO GPOSSHE,B4
15175529,CADERNOS PETFILOSOFIA,B4
25951750,CAFI CONTABILIDADE ATUARIA FINANCAS E INFORMACAO,B4
23687770,CAHIERS DU SEMINAIRE QUEBECOIS EN PHILOSOPHIE MODERNE WORKING PAPERS OF THE QUEBEC SEMINAR IN EARLY MODERN PHILOSOPHY,B4
23113642,CALIBAN REVISTA LATINOAMERICANA DE PSICANALISE DA FEPAL,B4
25263943,CAMPO DA HISTORIA,B4
11835702,CANADIAN JOURNAL OF INFECTION CONTROL,B4
19424965,CARCERAL NOTEBOOKS,B4
23327251,CASE REPORTS IN INTERNAL MEDICINE,B4
00088919,CEMENTO HORMIGON,B4
25954881,CENAS EDUCACIONAIS,B4
1805482X,CENTRAL EUROPEAN JOURNAL OF INTERNATIONAL AND SECURITY STUDIES,B4
25439472,CEREM CENTRAL EUROPEAN REVIEW OF ECONOMICS AND MANAGEMENT,B4
25960369,CHAPON CADERNOS DE DESIGN,B4
07193890,CHILEAN JOURNAL OF AGRICULTURAL ANIMAL SCIENCE,B4
22363394,CIENCIA E COTIDIANO,B4
19097735,CIENCIA E INGENIERIA NEOGRANADINA,B4
2237874X,CLINICA VETERINARIA,B4
01439294,CLINICAL AND EXPERIMENTAL PHARMACOLOGY PHYSIOLOGY SUPPLEMENT,B4
2167065X,CLINICAL PHARMACOLOGY BIOPHARMACEUTICS,B4
24741663,CLINICS IN ONCOLOGY,B4
26245175,CLOCKS SLEEP,B4
09737766,COLLNET JOURNAL OF SCIENTOMETRICS AND INFORMATION MANAGEMENT,B4
25045377,COLLOIDS AND INTERFACES,B4
25269518,COLOQUIO ORGANIZACOES DESENVOLVIMENTO E SUSTENTABILIDADE,B4
01444646,COMMUNICATION RESEARCH TRENDS,B4
23834757,COMMUNICATIONS FOR STATISTICAL APPLICATIONS AND METHODS,B4
23737484,COMMUNICATIONS IN STATISTICS CASE STUDIES DATA ANALYSIS AND APPLICATIONS ONLINE,B4
14329360,COMPUTING AND VISUALIZATION IN SCIENCE,B4
19805101,COMUNICACAO EM CIENCIAS DA SAUDE,B4
25954768,CONCI,B4
24103896,CONDENSED MATTER,B4
25945467,CONECTESE REVISTA INTERDISCIPLINAR DE EXTENSAO,B4
25458728,CONEXION QUEER REVISTA LATINOAMERICANA Y CARIBENA DE TEOLOGIAS QUEER,B4
24146455,CONFERENCE FOR EDEMOCRACY AND OPEN GOVERNMENT,B4
16456564,CONSCIENCIAS,B4
21840733,CONTABILIDADE GESTAO PORTUGUESE JOURNAL OF ACCOUNTING AND MANAGEMENT,B4
23867655,CONTEXTOS KANTIANOS INTERNATIONAL JOURNAL OF PHILOSOPHY,B4
01228706,CORPOICA CIENCIA Y TECNOLOGIA AGROPECUARIA,B4
23042265,CORRESPONDENCIAS Y ANALISIS,B4
17564344,COUNTRY PROFILE MONTENEGRO,B4
20144660,CUADERNOS DE ETNOMUSICOLOGIA,B4
2469150X,CUADERNOS DEL CEL,B4
24227749,CUADERNOS DEL INSTITUTO NACIONAL DE ANTROPOLOGIA Y PENSAMIENTO LATINOAMERICANO,B4
25456881,CUESTION URBANA,B4
02131269,CUESTIONES PEDAGOGICAS,B4
24684236,CURRENT BIOMARKERS,B4
21986061,CURRENT CLIMATE CHANGE REPORTS,B4
18756921,CURRENT PHARMACOGENOMICS AND PERSONALIZED MEDICINE THE INTERNATIONAL JOURNAL FOR EXPERT REVIEWS IN PHARMACOGENOMICS,B4
15483592,CURRENT SEXUAL HEALTH REPORTS,B4
23284919,CURRENT URBAN STUDIES,B4
2591555X,CUYONOMICS INVESTIGACIONES EN ECONOMIA REGIONAL,B4
24477087,DAS QUESTOES,B4
24487996,DE RAIZ DIVERSA REVISTA ESPECIALIZADA EN ESTUDIOS LATINOAMERICANOS,B4
07708378,DEGRES,B4
00118524,DENTAL CADMOS,B4
87502186,DENTISTRY TODAY,B4
25262637,DERIVAS ANALITICAS,B4
25959387,DESENVOLVIMENTO RURAL INTERDISCIPLINAR,B4
01240021,DIALOGOS DE SABERES,B4
20350031,DIALOGUES IN PHIULOSOPHY MENTAL AND NEURO SCIENCES,B4
26033585,DIGITAL AGE IN SEMIOTICS COMMUNICATION,B4
2525698X,DIGNIDADE REVISTA,B4
0716193X,DIPLOMACIA,B4
25270222,DIREITO JUSTICA SOCIAL,B4
19834748,DIVERSA,B4
16796101,DLCV,B4
1679043X,DOCUMENTOS EMBRAPA AGROPECUARIA OESTE,B4
24778818,DOMINIO DE LAS CIENCIAS,B4
2504446X,DRONES,B4
12013390,DYNAMICS OF CONTINUOUS DISCRETE AND IMPULSIVE SYSTEM,B4
19631197,ECHOGEO,B4
16784618,ECLETICA QUIMICA,B4
24511935,ECONOMETRIC RESEARCH IN FINANCE,B4
2595833X,ECONOMIA E DESENVOLVIMENTO,B4
0140489X,ECONOMIC OUTLOOK,B4
20964129,ECOSYSTEM HEALTH AND SUSTAINABILITY,B4
18061079,EDITORIAL LARANJEIRAS,B4
18708404,EDUCACION QUIMICA,B4
0013175X,EDUCATIONAL HORIZONS,B4
15190099,EDUCERE,B4
21836426,EIKON JOURNAL ON SEMIOTICS AND CULTURE,B4
23591269,EIXOS TECH,B4
20705948,ELECTRONIC JOURNAL OF APPLIED STATISTICAL ANALYSIS,B4
25957716,EM SOCIEDADE,B4
22384251,EMBLEMAS,B4
11523336,EMPAN,B4
13465058,ENCONTROS LUSOFONOS,B4
21969736,ENDOSCOPY INTERNATIONAL OPEN,B4
23596562,ENERGIA NA AGRICULTURA,B4
26028042,ENERLAC,B4
26312522,ENERLAC,B4
22387218,ENFERMAGEM REVISTA,B4
14148854,ENSAIOS DE HISTORIA,B4
2527158X,ENSAIOS PEDAGOGICOS,B4
23179961,ENSINO DE SOCIOLOGIA EM DEBATE,B4
25950479,ENSINO EM FOCO,B4
0013886X,ENTOMOLOGISK TIDSKRIFT,B4
20075316,ENTRETEXTOS,B4
25269798,EOFTALMO,B4
21761833,EPEQ FAFIBE,B4
25265725,ESPACO E TEMPO MIDIATICOS,B4
25267582,ESPECTRO DA CRITICA,B4
24484946,ESTUDIOS LATINOAMERICANOS,B4
15786676,ESTUDIOS NIETZSCHE,B4
19829884,ESTUDOS DO TRABALHO,B4
01871811,ESTUDOS LATINOAMERICANOS,B4
18433979,ETUDES ET RECHERCHES EN PHILOLOGIE SERIE LANGUES ROMANES,B4
11286598,EUR J ONCOL,B4
11364890,EUROPEAN JOURNAL OF ANATOMY,B4
